model,model_id,subtask,task,acc,acc_percent,acc_stderr,acc_stderr_percent,n_samples_effective,source_result_json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,abstract_algebra,global_mmlu_full_de_abstract_algebra,0.21,21.0,0.040936018074033256,4.093601807403326,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,anatomy,global_mmlu_full_de_anatomy,0.22962962962962963,22.962962962962962,0.03633384414073465,3.633384414073465,135,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,astronomy,global_mmlu_full_de_astronomy,0.3355263157894737,33.55263157894737,0.03842498559395269,3.8424985593952687,152,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,business_ethics,global_mmlu_full_de_business_ethics,0.21,21.0,0.040936018074033256,4.093601807403326,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,clinical_knowledge,global_mmlu_full_de_clinical_knowledge,0.2981132075471698,29.81132075471698,0.028152837942493875,2.8152837942493876,265,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,college_biology,global_mmlu_full_de_college_biology,0.2638888888888889,26.38888888888889,0.03685651095897532,3.6856510958975317,144,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,college_chemistry,global_mmlu_full_de_college_chemistry,0.41,41.0,0.04943110704237103,4.943110704237103,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,college_computer_science,global_mmlu_full_de_college_computer_science,0.33,33.0,0.047258156262526045,4.725815626252604,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,college_mathematics,global_mmlu_full_de_college_mathematics,0.31,31.0,0.04648231987117316,4.648231987117316,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,college_medicine,global_mmlu_full_de_college_medicine,0.3352601156069364,33.52601156069364,0.03599586301247078,3.599586301247078,173,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,college_physics,global_mmlu_full_de_college_physics,0.37254901960784315,37.254901960784316,0.04810840148082634,4.810840148082634,102,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,computer_security,global_mmlu_full_de_computer_security,0.18,18.0,0.038612291966536955,3.8612291966536954,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,conceptual_physics,global_mmlu_full_de_conceptual_physics,0.20851063829787234,20.851063829787233,0.026556982117838728,2.6556982117838728,235,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,econometrics,global_mmlu_full_de_econometrics,0.23684210526315788,23.684210526315788,0.039994238792813344,3.9994238792813346,114,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,electrical_engineering,global_mmlu_full_de_electrical_engineering,0.2413793103448276,24.137931034482758,0.03565998174135302,3.565998174135302,145,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,elementary_mathematics,global_mmlu_full_de_elementary_mathematics,0.2671957671957672,26.71957671957672,0.022789673145776575,2.2789673145776574,378,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,formal_logic,global_mmlu_full_de_formal_logic,0.36507936507936506,36.507936507936506,0.04306241259127153,4.3062412591271535,126,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
DE-Trans-Init (Paper-Tokenizer),wechsel-init-paper-spm32k-deu_Latn,global_facts,global_mmlu_full_de_global_facts,0.18,18.0,0.038612291966536955,3.8612291966536954,100,logs/eval_pipeline/runs/2026-02-17_01-46-49/evaluation/results/universal/clt_multi_mmlu_paper_deu_Latn/wechsel-init-paper-spm32k-deu_Latn_global_mmlu_de_0shot_20260217_022407/__netscratch__anonymous_user__projects__BA-hydra__evaluation__converted_checkpoints__clt_multilingual_paper_spm32k_permanent__deu_Latn__wechsel-init-paper-spm32k-deu_Latn/results_2026-02-17T02-30-41.253354.json
